customer_id,gender,date,value,predicted_gender
1103,0,2017-01-05 04:38:15,198.0,1
1104,0,2017-01-05 04:47:15,112.6,1
1105,0,2017-01-05 05:29:10,486.1,1
1106,0,2017-01-05 13:59:34,324.0,1
1107,0,2017-01-05 15:32:02,540.02,0
1108,0,2017-01-05 17:17:47,496.0,1
1109,1,2017-01-05 18:00:10,142.0,0
1110,1,2017-01-05 18:59:23,188.0,1
1111,0,2017-01-05 20:01:51,356.0,0
1112,1,2017-01-05 20:03:24,258.0,1
1113,0,2017-01-05 21:11:35,388.0,1
1114,1,2017-01-05 21:41:11,324.45,1
1115,0,2017-01-05 21:43:24,321.4,1
1116,0,2017-01-05 23:21:46,149.0,1
1117,1,2017-01-05 23:45:05,118.0,0
1118,1,2017-01-06 00:21:22,89.0,1
1119,1,2017-01-06 01:05:17,10.0,1
1120,1,2017-01-06 01:14:57,111.52,0
1121,0,2017-01-06 01:17:37,806.0,1
1122,1,2017-01-06 01:18:55,431.15,1
1123,0,2017-01-06 01:20:30,176.8,1
1124,0,2017-01-06 01:58:01,10.89,1
1125,1,2017-01-06 02:00:36,112.6,1
1126,1,2017-01-06 02:36:57,235.17,1
1127,1,2017-01-06 03:19:35,403.6,1
1128,1,2017-01-06 04:36:16,128.5,1
1129,1,2017-01-06 05:48:34,108.0,1
1130,0,2017-01-06 06:38:02,166.0,1
1131,0,2017-01-06 16:23:49,168.0,0
1132,0,2017-01-06 16:28:34,10.0,1
1133,1,2017-01-06 16:59:19,494.68,1
1134,1,2017-01-06 17:25:34,10.0,1
1135,0,2017-01-06 17:31:36,454.0,0
1136,1,2017-01-06 18:51:29,98.5,1
1137,1,2017-01-06 19:11:23,463.82,1
1138,1,2017-01-06 19:55:36,295.6,1
1139,1,2017-01-06 20:10:12,460.0,1
1140,1,2017-01-06 20:27:43,446.0,1
1141,0,2017-01-06 20:51:15,272.0,0
1142,1,2017-01-06 21:27:31,187.0,1
1075,1,2017-01-06 21:33:03,215.57,1
1143,1,2017-01-06 23:37:03,2007.19,1
1144,1,2017-01-06 23:54:34,158.5,1
1145,1,2017-01-07 00:21:43,480.1,1
1146,1,2017-01-07 02:22:34,76.0,1
1147,0,2017-01-07 04:06:20,199.02,0
1148,0,2017-01-07 04:26:30,1457.26,0
1149,0,2017-01-07 06:48:46,100.0,0
1023,0,2017-01-07 10:43:54,166.0,1
1150,0,2017-01-07 12:39:35,428.0,0
1151,1,2017-01-07 13:56:40,10.0,1
1152,0,2017-01-07 14:17:25,388.47,0
1153,1,2017-01-07 14:56:08,10.89,1
1154,0,2017-01-07 15:07:05,204.36,1
1155,0,2017-01-07 15:57:20,356.0,1
1156,1,2017-01-07 16:23:08,439.64,1
1157,1,2017-01-07 16:32:35,134.0,1
1158,1,2017-01-07 16:48:12,184.15,1
1159,0,2017-01-07 17:09:44,142.0,1
1160,1,2017-01-07 18:36:49,250.0,1
1161,1,2017-01-07 18:38:37,400.87,1
1162,0,2017-01-07 18:43:06,139.0,0
1163,0,2017-01-07 19:09:30,182.8,1
1164,0,2017-01-07 19:43:43,747.5,0
1165,1,2017-01-07 22:41:56,234.0,0
1102,0,2017-01-07 23:15:32,235.6,0
1166,0,2017-01-07 23:26:20,491.5,0
1166,0,2017-01-07 23:40:27,278.0,0
1167,1,2017-01-07 23:50:49,122.8,1
1095,1,2017-01-08 00:17:01,284.8,1
1168,1,2017-01-08 00:41:56,193.8,1
1169,1,2017-01-08 01:07:59,248.0,0
1170,0,2017-01-08 01:17:33,757.8,1
1171,0,2017-01-08 02:07:25,316.3,0
1172,0,2017-01-08 04:39:59,148.0,1
1173,1,2017-01-08 14:36:08,206.0,1
1174,1,2017-01-08 15:57:43,278.2,1
1175,0,2017-01-08 16:27:59,253.91,1
1176,1,2017-01-08 16:48:39,281.3,1
1177,1,2017-01-08 17:46:11,339.6,1
1178,0,2017-01-08 18:37:48,926.92,1
1179,1,2017-01-08 19:02:30,182.8,1
1180,0,2017-01-08 20:13:49,10.8,0
1181,1,2017-01-08 21:47:00,165.2,1
1182,1,2017-01-08 22:19:34,197.0,1
1183,0,2017-01-08 22:52:06,592.0,0
1184,1,2017-01-08 23:16:30,83.5,1
1127,1,2017-01-08 23:44:25,10.0,1
1185,1,2017-01-09 00:12:05,78.0,1
1186,0,2017-01-09 01:08:06,550.0,1
1187,1,2017-01-09 01:36:07,143.65,1
1188,1,2017-01-09 02:32:10,215.57,1
1189,0,2017-01-09 02:46:32,109.0,0
1190,0,2017-01-09 03:18:44,312.85,0
1191,1,2017-01-09 04:56:31,589.6,1
1192,1,2017-01-09 05:14:44,982.0,1
1193,1,2017-01-09 05:36:30,10.89,1
1194,1,2017-01-09 10:39:44,512.0,0
1195,1,2017-01-09 11:34:16,250.8,0
1196,0,2017-01-09 15:01:59,596.0,1
1197,1,2017-01-09 16:12:19,350.8,1
1198,1,2017-01-09 17:05:09,368.0,0
1199,1,2017-01-09 17:19:24,250.0,1
1200,0,2017-01-09 17:37:06,535.6,1
1201,1,2017-01-09 17:47:56,603.17,1
1202,1,2017-01-09 18:33:03,368.0,1
1203,0,2017-01-09 18:34:40,1008.6,1
1204,1,2017-01-09 18:38:06,188.0,1
1205,1,2017-01-09 19:03:03,90.1,1
1206,1,2017-01-09 19:27:53,356.0,1
1207,1,2017-01-09 19:46:00,133.7,1
1208,1,2017-01-09 20:45:24,469.0,1
1209,1,2017-01-09 21:00:05,354.93,0
1210,1,2017-01-09 21:17:57,143.2,1
1211,1,2017-01-09 21:27:24,182.91,1
1212,0,2017-01-09 21:30:53,116.8,1
1213,0,2017-01-09 21:49:57,278.2,1
1214,0,2017-01-09 22:41:09,174.33,1
1215,1,2017-01-10 00:13:13,496.48,1
1216,1,2017-01-10 01:57:08,595.4,1
1217,0,2017-01-10 02:35:05,168.0,0
1218,0,2017-01-10 02:38:11,896.8,1
1219,1,2017-01-10 02:58:30,202.0,1
1220,1,2017-01-10 03:55:41,293.09,1
1221,1,2017-01-10 04:09:18,269.2,1
1222,0,2017-01-10 04:42:18,172.02,0
1223,0,2017-01-10 09:56:22,379.72,0
1224,0,2017-01-10 10:46:33,466.0,0
1225,1,2017-01-10 13:35:04,248.0,1
1226,0,2017-01-10 13:44:17,10.0,1
1227,1,2017-01-10 13:55:09,248.0,0
1228,0,2017-01-10 14:28:49,166.0,0
1229,1,2017-01-10 14:51:51,124.0,1
1230,1,2017-01-10 16:10:26,285.4,1
1231,1,2017-01-10 16:28:05,504.0,0
1232,0,2017-01-10 16:49:48,256.0,1
1233,1,2017-01-10 17:23:01,20.0,0
1234,1,2017-01-10 17:26:00,226.46,1
1235,0,2017-01-10 17:39:03,494.0,0
1236,0,2017-01-10 18:12:01,270.01,1
1237,1,2017-01-10 18:12:34,358.8,1
1238,0,2017-01-10 18:20:58,248.0,1
1239,0,2017-01-10 18:31:02,346.0,1
1240,0,2017-01-10 18:34:27,224.2,1
1241,1,2017-01-10 18:49:00,1072.0,1
1242,1,2017-01-10 19:23:48,1530.0,1
1243,0,2017-01-10 19:31:50,434.0,0
1244,1,2017-01-10 19:38:12,84.0,1
1245,0,2017-01-10 19:41:39,263.7,1
1246,0,2017-01-10 19:48:09,1871.92,1
1247,1,2017-01-10 20:06:17,693.35,1
1248,0,2017-01-10 20:09:41,10.0,0
1249,0,2017-01-10 20:26:31,179.2,1
1250,1,2017-01-10 20:39:46,497.37,0
1251,0,2017-01-10 20:41:32,183.0,0
1167,1,2017-01-10 21:08:18,208.0,1
1252,0,2017-01-10 21:09:55,384.33,0
1253,1,2017-01-10 21:27:19,10.0,1
1254,0,2017-01-10 21:47:13,98.5,1
1255,1,2017-01-10 21:51:06,182.91,1
1256,1,2017-01-10 21:56:44,309.2,1
1069,1,2017-01-10 22:17:10,258.0,1
1257,1,2017-01-10 22:29:10,108.0,1
1258,0,2017-01-10 22:38:25,426.8,1
1259,1,2017-01-10 22:43:42,603.17,1
1260,1,2017-01-10 22:43:47,161.2,1
1261,0,2017-01-10 22:48:11,517.02,1
1262,0,2017-01-10 23:14:25,10.89,0
1263,0,2017-01-10 23:17:32,264.89,1
1264,1,2017-01-10 23:50:17,782.61,0
1265,0,2017-01-10 23:58:28,397.51,0
1266,1,2017-01-11 01:16:22,237.0,0
1267,1,2017-01-11 01:18:56,243.8,1
1268,0,2017-01-11 01:44:29,1004.0,0
1269,1,2017-01-11 01:49:41,278.0,1
1270,0,2017-01-11 02:26:03,100.0,0
1271,1,2017-01-11 03:03:31,138.0,1
1272,0,2017-01-11 04:31:14,258.0,0
1273,0,2017-01-11 04:33:26,436.0,1
1274,1,2017-01-11 04:35:56,282.22,1
1275,1,2017-01-11 05:14:12,152.2,1
1276,1,2017-01-11 06:45:37,198.0,1
1277,0,2017-01-11 11:07:47,162.8,0
1278,0,2017-01-11 12:02:35,424.4,1
1279,0,2017-01-11 14:13:22,10.0,1
1280,0,2017-01-11 14:15:34,149.0,0
1281,1,2017-01-11 14:19:27,664.0,1
1165,1,2017-01-11 14:50:28,208.0,0
1282,0,2017-01-11 14:57:29,225.94,1
1283,0,2017-01-11 15:01:09,476.0,1
1284,1,2017-01-11 15:03:52,215.57,1
1285,1,2017-01-11 15:38:10,490.81,1
1286,0,2017-01-11 15:39:14,224.2,1
1287,0,2017-01-11 15:45:49,670.0,0
1288,1,2017-01-11 17:54:06,204.69,0
1289,1,2017-01-11 17:59:31,169.0,1
1290,1,2017-01-11 18:15:19,168.0,0
1291,1,2017-01-11 18:59:37,315.3,1
1292,1,2017-01-11 19:47:52,258.0,1
1293,1,2017-01-11 20:25:53,122.8,1
1294,1,2017-01-11 20:40:53,692.0,1
1295,1,2017-01-11 21:44:45,150.0,0
1101,1,2017-01-11 22:02:52,176.0,1
1296,0,2017-01-11 22:39:32,170.8,1
1147,0,2017-01-11 22:43:06,490.81,0
1297,1,2017-01-12 00:05:20,734.0,1
1180,0,2017-01-12 01:20:59,112.32,0
1298,1,2017-01-12 01:36:53,898.93,0
1034,1,2017-01-12 02:05:56,226.0,1
1299,0,2017-01-12 03:39:55,10.89,0
1300,1,2017-01-12 04:34:13,168.0,1
1301,0,2017-01-12 04:47:18,156.0,0
1302,1,2017-01-12 04:47:50,203.5,1
1303,1,2017-01-12 04:57:22,740.6,1
1304,1,2017-01-12 05:19:31,10.0,1
1305,0,2017-01-12 07:19:00,704.0,0
1306,1,2017-01-12 12:53:29,376.71,0
1307,1,2017-01-12 13:38:12,10.74,1
1054,1,2017-01-12 14:22:09,10.0,1
1308,1,2017-01-12 14:29:18,622.0,0
1309,0,2017-01-12 14:58:53,366.4,1
1310,1,2017-01-12 15:19:07,426.25,0
1311,1,2017-01-12 15:39:00,233.2,1
1312,1,2017-01-12 16:23:30,1562.5,1
1313,1,2017-01-12 16:27:23,774.0,0
1193,1,2017-01-12 16:38:04,291.79,1
1314,1,2017-01-12 16:45:47,269.25,1
1315,1,2017-01-12 16:45:54,215.57,1
1316,0,2017-01-12 17:02:14,10.0,1
1317,0,2017-01-12 17:43:49,248.0,0
1318,0,2017-01-12 17:43:57,195.52,0
1319,0,2017-01-12 18:16:19,244.1,1
1320,0,2017-01-12 18:37:37,524.0,0
1321,1,2017-01-12 18:39:43,270.01,1
1322,1,2017-01-12 18:57:10,280.9,0
1323,1,2017-01-12 19:34:00,258.0,1
1324,1,2017-01-12 20:22:04,184.15,1
1325,0,2017-01-12 20:43:18,10.0,0
1326,1,2017-01-12 20:50:56,217.0,1
1327,1,2017-01-12 21:57:31,662.0,1
1328,0,2017-01-12 22:13:55,302.32,0
1329,0,2017-01-12 22:53:21,224.2,1
1330,0,2017-01-12 23:28:39,550.91,1
1331,1,2017-01-12 23:51:17,268.0,1
1332,1,2017-01-13 00:55:38,298.0,1
1333,1,2017-01-13 01:01:50,634.0,1
1334,1,2017-01-13 02:00:11,240.5,1
1335,1,2017-01-13 02:49:13,10.0,0
1336,1,2017-01-13 03:03:34,476.0,1
1337,1,2017-01-13 03:13:04,1208.51,1
1338,0,2017-01-13 03:13:43,206.8,1
1339,1,2017-01-13 03:13:59,109.0,1
1340,1,2017-01-13 03:15:16,648.8,1
1338,0,2017-01-13 03:15:59,94.0,1
1341,0,2017-01-13 03:17:43,268.0,1
1342,0,2017-01-13 03:17:59,280.9,1
1263,0,2017-01-13 03:33:31,359.45,1
1074,1,2017-01-13 04:00:38,198.0,1
1343,0,2017-01-13 04:14:34,313.56,0
1344,1,2017-01-13 04:52:02,150.0,1
1345,0,2017-01-13 06:25:32,598.5,1
1346,1,2017-01-13 07:08:49,724.0,1
1347,1,2017-01-13 07:35:54,590.58,0
1348,1,2017-01-13 11:31:06,1698.8,1
1349,1,2017-01-13 14:34:56,250.0,0
1350,1,2017-01-13 15:08:51,612.65,1
1209,1,2017-01-13 15:38:08,387.6,0
1351,0,2017-01-13 16:08:26,10.0,0
1352,0,2017-01-13 16:16:53,890.0,1
1353,0,2017-01-13 17:03:33,150.0,1
1354,1,2017-01-13 17:19:06,471.5,1
1355,0,2017-01-13 17:20:30,302.89,1
1356,1,2017-01-13 17:40:34,305.2,0
1357,1,2017-01-13 18:49:13,318.0,1
1358,0,2017-01-13 18:54:48,186.0,0
1155,0,2017-01-13 19:31:34,456.0,1
1135,0,2017-01-13 19:31:42,226.0,0
1134,1,2017-01-13 19:47:16,178.0,1
1359,0,2017-01-13 20:34:20,134.0,1
1360,1,2017-01-13 20:41:20,10.0,1
1361,0,2017-01-13 20:41:47,639.0,0
1362,0,2017-01-13 20:43:15,238.42,0
1363,1,2017-01-13 20:50:38,226.0,1
1364,1,2017-01-13 20:59:33,446.0,1
1365,1,2017-01-13 21:02:47,411.8,1
1366,1,2017-01-13 21:04:35,10.89,1
1367,0,2017-01-13 21:09:52,10.0,1
1368,1,2017-01-13 21:41:25,98.2,0
1369,0,2017-01-13 22:36:32,215.57,1
1370,0,2017-01-13 22:52:29,194.6,0
1371,1,2017-01-13 22:59:09,463.92,1
1372,1,2017-01-13 23:12:35,1030.0,1
1373,1,2017-01-13 23:12:37,288.0,1
1374,0,2017-01-13 23:21:35,560.7,1
1375,1,2017-01-13 23:36:24,298.0,1
1376,0,2017-01-13 23:53:26,248.0,1
1377,1,2017-01-14 00:17:58,10.89,1
1378,0,2017-01-14 00:51:39,302.67,0
1058,0,2017-01-14 00:56:13,457.5,0
1379,0,2017-01-14 01:04:49,168.0,0
1380,0,2017-01-14 02:00:13,319.6,0
1285,1,2017-01-14 02:25:10,133.7,1
1381,0,2017-01-14 02:40:05,198.0,0
1382,1,2017-01-14 03:14:04,154.72,0
1383,0,2017-01-14 03:34:46,180.81,1
1384,1,2017-01-14 03:59:07,314.0,1
1192,1,2017-01-14 05:08:38,840.0,1
1385,0,2017-01-14 09:21:07,594.0,0
1386,1,2017-01-14 12:43:15,510.0,1
1387,1,2017-01-14 15:40:00,1004.0,0
1107,0,2017-01-14 15:58:09,540.02,0
1388,0,2017-01-14 16:13:10,258.0,0
1389,1,2017-01-14 16:18:46,409.37,1
1390,1,2017-01-14 18:45:46,150.0,1
1391,1,2017-01-14 19:07:56,292.8,1
1392,1,2017-01-14 19:11:19,111.52,1
1393,0,2017-01-14 19:18:35,503.4,0
1394,0,2017-01-14 21:09:44,316.0,1
1395,0,2017-01-14 21:25:54,270.01,1
1396,0,2017-01-14 21:34:12,882.0,0
1397,1,2017-01-14 21:44:09,10.0,1
1398,1,2017-01-14 21:46:13,10.89,1
1399,0,2017-01-14 22:09:20,350.2,0
1186,0,2017-01-14 22:21:17,494.0,1
1400,1,2017-01-14 22:32:03,258.0,0
1401,0,2017-01-14 22:32:46,10.0,1
1402,1,2017-01-14 22:41:30,298.0,1
1279,0,2017-01-14 23:07:57,168.0,1
1403,1,2017-01-15 00:06:03,268.0,1
1403,1,2017-01-15 00:24:27,0.0,1
1404,1,2017-01-15 01:19:27,164.5,1
1405,0,2017-01-15 01:30:15,401.5,0
1406,1,2017-01-15 01:48:25,160.12,1
1407,0,2017-01-15 03:23:05,233.2,1
1408,1,2017-01-15 03:29:29,188.2,1
1409,0,2017-01-15 03:59:15,265.3,1
1410,0,2017-01-15 14:19:44,283.6,0
1411,0,2017-01-15 15:48:54,182.8,1
1412,0,2017-01-15 15:57:55,278.2,0
1413,0,2017-01-15 17:54:57,10.0,0
1164,0,2017-01-15 17:56:15,338.0,0
1414,0,2017-01-15 18:41:10,139.0,1
1415,1,2017-01-15 20:29:18,270.01,1
1416,1,2017-01-15 20:40:52,517.06,1
1417,1,2017-01-15 21:05:19,100.0,0
1418,1,2017-01-15 21:11:36,1856.0,1
1419,1,2017-01-15 21:53:33,444.8,1
1420,0,2017-01-15 22:28:37,404.0,0
1154,0,2017-01-15 23:01:14,91.52,1
1421,0,2017-01-15 23:09:03,604.0,0
1422,0,2017-01-15 23:20:20,228.0,0
1423,1,2017-01-15 23:33:09,64.0,1
1424,1,2017-01-16 00:03:02,168.0,1
1425,0,2017-01-16 00:24:22,519.8,0
1426,1,2017-01-16 00:31:56,446.0,0
1427,0,2017-01-16 01:39:00,170.8,0
1428,0,2017-01-16 01:52:03,298.0,0
1429,1,2017-01-16 02:34:24,118.89,0
1430,1,2017-01-16 02:39:23,364.0,0
1431,1,2017-01-16 02:54:26,308.0,1
1432,1,2017-01-16 02:58:47,10.0,1
1433,0,2017-01-16 03:22:59,522.0,1
1434,1,2017-01-16 04:17:23,146.0,0
1435,0,2017-01-16 05:52:44,198.0,1
1436,0,2017-01-16 11:29:53,324.91,1
1437,0,2017-01-16 14:27:35,1117.0,0
1438,0,2017-01-16 16:47:40,407.0,1
1439,0,2017-01-16 16:55:20,124.0,0
1440,0,2017-01-16 17:23:32,10.0,1
1441,0,2017-01-16 17:29:34,376.0,1
1441,0,2017-01-16 17:35:15,348.8,1
1442,0,2017-01-16 18:25:35,10.0,1
1443,0,2017-01-16 18:27:22,179.2,0
1444,0,2017-01-16 18:54:28,260.2,1
1445,0,2017-01-16 18:56:44,206.0,0
1446,1,2017-01-16 19:06:04,659.8,1
1447,1,2017-01-16 19:27:49,436.0,1
1448,1,2017-01-16 19:48:04,10.0,1
1449,1,2017-01-16 19:52:30,168.0,1
1450,0,2017-01-16 20:05:23,326.0,0
1451,1,2017-01-16 20:06:01,229.6,1
1452,0,2017-01-16 20:16:18,438.11,1
1453,1,2017-01-16 20:18:11,528.4,1
1454,0,2017-01-16 21:03:58,112.6,1
1300,1,2017-01-16 21:13:57,274.0,1
1455,0,2017-01-16 21:14:27,98.0,0
1456,0,2017-01-16 21:44:39,1000.0,0
1457,1,2017-01-16 21:51:31,215.57,1
1458,1,2017-01-16 22:00:38,208.0,1
1257,1,2017-01-16 22:19:54,98.0,1
1459,0,2017-01-16 23:04:29,10.89,0
1460,1,2017-01-16 23:31:36,458.2,1
1461,1,2017-01-16 23:51:53,281.25,1
1462,0,2017-01-17 00:01:43,320.8,0
1463,0,2017-01-17 00:35:23,144.0,1
1464,0,2017-01-17 00:50:02,208.0,0
1465,0,2017-01-17 01:03:52,168.0,1
1466,1,2017-01-17 01:06:01,589.0,1
1467,0,2017-01-17 01:08:58,253.9,0
1468,1,2017-01-17 01:53:38,10.0,1
1469,0,2017-01-17 01:59:03,10.0,0
1470,0,2017-01-17 02:00:47,387.6,0
1471,1,2017-01-17 02:34:45,354.0,0
1472,0,2017-01-17 03:39:23,98.5,1
1473,0,2017-01-17 03:45:52,1187.28,0
1474,1,2017-01-17 03:57:37,852.0,1
1475,0,2017-01-17 04:00:22,1629.5,0
1476,1,2017-01-17 04:46:38,208.0,0
1477,0,2017-01-17 04:49:47,336.0,0
1076,0,2017-01-17 07:43:24,178.0,1
1478,0,2017-01-17 11:12:52,496.4,1
1479,0,2017-01-17 12:35:29,258.0,0
1480,1,2017-01-17 14:06:31,280.25,1
1481,1,2017-01-17 15:31:49,268.0,1
1482,1,2017-01-17 17:07:21,263.0,1
1483,1,2017-01-17 17:44:42,288.0,1
1076,0,2017-01-17 17:49:25,366.0,1
1484,0,2017-01-17 17:59:17,117.1,1
1485,1,2017-01-17 18:18:01,269.2,1
1486,1,2017-01-17 18:41:11,10.0,1
1487,0,2017-01-17 19:33:55,198.0,1
1488,0,2017-01-17 21:07:35,198.0,0
1489,0,2017-01-17 21:22:01,10.89,0
1203,0,2017-01-17 21:58:26,226.0,1
1490,1,2017-01-17 22:15:22,291.79,1
1491,1,2017-01-18 01:06:50,168.0,1
1492,0,2017-01-18 01:33:44,516.5,1
1413,0,2017-01-18 01:39:06,268.0,0
1493,0,2017-01-18 01:42:06,168.0,0
1494,0,2017-01-18 02:10:37,463.81,0
1494,0,2017-01-18 02:12:26,463.81,0
1495,1,2017-01-18 02:14:26,312.4,1
1496,0,2017-01-18 02:31:35,176.0,1
1497,0,2017-01-18 03:21:53,269.2,1
1498,0,2017-01-18 03:26:10,149.0,0
1101,1,2017-01-18 03:31:58,108.0,1
1047,1,2017-01-18 03:46:53,210.67,1
1499,0,2017-01-18 05:47:46,258.0,0
1500,1,2017-01-18 12:28:34,204.69,1
1501,0,2017-01-18 13:20:01,89.2,1
1502,0,2017-01-18 13:30:44,698.98,1
1503,0,2017-01-18 14:24:20,388.0,0
1250,1,2017-01-18 15:10:15,196.0,0
1504,1,2017-01-18 15:20:34,248.0,1
1505,0,2017-01-18 15:53:51,268.0,0
1506,0,2017-01-18 16:42:40,270.01,0
1507,0,2017-01-18 16:49:50,845.76,1
1508,1,2017-01-18 17:07:56,614.0,1
1509,0,2017-01-18 19:04:26,129.0,1
1510,0,2017-01-18 19:25:07,205.52,0
1511,1,2017-01-18 20:04:56,753.0,1
1512,1,2017-01-18 20:28:20,248.0,1
1513,1,2017-01-18 21:04:39,138.0,1
1514,1,2017-01-18 21:15:07,78.0,1
1515,1,2017-01-18 22:21:27,10.0,1
1516,0,2017-01-18 22:36:48,188.2,1
1517,0,2017-01-18 22:39:42,182.91,0
1518,0,2017-01-18 22:45:54,431.17,0
1519,0,2017-01-18 23:06:56,188.5,1
1520,0,2017-01-18 23:20:53,1075.5,1
1520,0,2017-01-18 23:25:35,168.0,1
1521,1,2017-01-18 23:46:23,10.0,1
1522,1,2017-01-19 00:26:26,10.0,1
1523,0,2017-01-19 00:34:13,294.8,0
1524,0,2017-01-19 00:57:13,143.65,0
1525,0,2017-01-19 01:05:13,148.8,1
1526,1,2017-01-19 02:22:08,118.0,1
1527,0,2017-01-19 02:43:33,208.0,1
1528,1,2017-01-19 02:46:22,479.5,1
1529,1,2017-01-19 03:21:07,892.0,1
1530,0,2017-01-19 03:59:37,298.0,0
1531,1,2017-01-19 04:14:09,10.0,1
1532,0,2017-01-19 04:57:09,491.0,1
1533,0,2017-01-19 05:08:05,328.37,1
